transaction_ct,transaction_amt,t.sender_acct,a.acct_name,a.acct_annual_income,a.acct_src_of_income,a.acct_industry,a.acct_risk,t.transaction_date,t.send_country_risk,t.send_country_name,t.reciever_country_risk,t.reciever_country_name
1,3630084,ACCT7452,Guadalupe Short,9702374,Business,Video game industry,High,7/27/2019,Low,Australia,High,Russia
1,3629990,ACCT5265,Ramon Estrada,3466756,Business,Pulp and paper industry,High,8/1/2019,Low,Germany,High,Philippines
1,3629799,ACCT2349,Colt Bradshaw,6820929,Business,Automotive industry,High,7/27/2019,Low,Australia,High,Russia
1,3629368,ACCT4011,Lamont Mathews,9412750,Business,Telecommunications industry,High,7/1/2019,Low,United States,High,Philippines
1,3628277,ACCT3492,Ezequiel Malone,2579143,Business,Pulp and paper industry,High,4/6/2019,Low,Mexico,High,Philippines
1,3627576,ACCT6782,Raegan Spencer,8989156,Business,Film industry,High,3/13/2019,Low,Italy,High,Russia
1,3626946,ACCT3727,Valentina Barrera,4257430,Business,Petroleum industry,High,4/29/2019,Low,France,High,Brazil
1,3626192,ACCT6251,Kaylie Tapia,5013164,Business,Construction industry,High,1/22/2019,Low,Canada,High,South Africa
1,3625680,ACCT6169,Eden Miller,9858238,Business,Automotive industry,High,1/27/2019,Low,South Korea,High,Bangladesh
1,3624564,ACCT2154,Josue Donovan,5057704,Business,Computer industry,High,10/24/2019,Low,Mexico,High,Saudi Arabia
1,3622337,ACCT3013,Josh Barrera,1660835,Business,News media,High,6/21/2019,Low,Australia,High,Saudi Arabia
1,3621666,ACCT7017,Conner Herring,7801406,Business,Tobacco industry,High,8/29/2019,Low,Japan,High,Pakistan
1,3621309,ACCT6856,Fletcher Galloway,5630963,Business,Pharmaceutical industry,High,10/29/2019,Low,Mexico,High,Turkey
1,3620256,ACCT4492,Martha Farmer,8436193,Business,Aerospace industry,High,1/31/2019,Low,Germany,High,Vietnam
1,3620073,ACCT6827,Nina Blankenship,8636741,Business,Video game industry,High,12/18/2019,Low,South Korea,High,Turkey
1,3618263,ACCT2794,Spencer Clark,6908469,Business,Information industry,High,6/29/2019,Low,United Kingdom,High,Brazil
1,3618249,ACCT5280,Charity Pollard,6102699,Business,Steel industry,High,2/15/2019,Low,Australia,High,South Africa
1,3616306,ACCT3063,Dallas Guerrero,8570795,Business,Film industry,High,6/23/2019,Low,Mexico,High,Iran
1,3614800,ACCT4296,Ellen Kim,4915932,Business,Water industry,High,2/16/2019,Low,South Korea,High,Egypt
1,3614513,ACCT4514,Skyla Sparks,1686586,Business,Industrial robot industry,High,6/1/2019,Low,Australia,High,Philippines
1,3614215,ACCT5971,Brooks Shannon,5828930,Business,Education industry,High,10/9/2019,Low,Canada,High,Turkey
1,3612820,ACCT2288,Izabelle Harris,4774206,Business,Arms industry,High,12/21/2019,Low,South Korea,High,Saudi Arabia
1,3612748,ACCT4005,Liberty Williams,9767926,Business,Industrial robot industry,High,7/23/2019,Low,Italy,High,Egypt
1,3611823,ACCT3578,Jovany Montoya,2270509,Business,Construction industry,High,9/18/2019,Low,Italy,High,Bangladesh
1,3611602,ACCT6271,Aileen Cherry,3291825,Business,Music industry,High,9/5/2019,Low,Australia,High,Vietnam
1,3611137,ACCT2330,Conrad Curtis,8427695,Business,Automotive industry,High,4/23/2019,Low,France,High,Egypt
1,3609852,ACCT3594,Haven Glover,4877914,Business,Video game industry,High,8/23/2019,Low,France,High,Egypt
1,3607703,ACCT7142,Charlee Sanford,1376527,Business,Chemical industry,High,9/6/2019,Low,Japan,High,Saudi Arabia
1,3606950,ACCT5163,Justice Conrad,1571079,Business,Aerospace industry,High,11/29/2019,Low,United States,High,South Africa
1,3604734,ACCT4189,Neveah Delacruz,6422404,Business,Insurance industry,High,11/6/2019,Low,Italy,High,Brazil
1,3601136,ACCT2648,Sabrina Mcmahon,2870557,Business,Fishing industry,High,3/23/2019,Low,France,High,Vietnam
1,3600790,ACCT2539,Kingston Bridges,7813831,Business,Electrical power industry,High,2/12/2019,Low,United Kingdom,High,Iran
1,3599852,ACCT2527,Kyla Cannon,3584488,Business,Fishing industry,High,12/12/2019,Low,Australia,High,Saudi Arabia
1,3599781,ACCT5843,Ryder Barry,9098599,Business,Pharmaceutical industry,High,11/23/2019,Low,Mexico,High,Philippines
1,3599237,ACCT4445,Bennett Mcgrath,4257361,Business,Sport industry,High,4/8/2019,Low,Mexico,High,Nigeria
1,3598775,ACCT7094,Marlene Mcconnell,7835078,Business,Entertainment industry,High,10/25/2019,Low,Japan,High,Turkey
1,3596542,ACCT3028,Kamron Davila,5639034,Business,Timber industry,High,8/28/2019,Low,Canada,High,Colombia
1,3596161,ACCT3401,Beckham Friedman,8871231,Business,Mass media,High,10/29/2019,Low,South Korea,High,Vietnam
1,3594321,ACCT7760,Slade Weaver,7733383,Business,Health care industry,High,5/26/2019,Low,Germany,High,South Africa
1,3594006,ACCT6291,Maurice Estes,2021301,Business,Food industry,High,6/4/2019,Low,Germany,High,Turkey
1,3593570,ACCT4095,Micah Burch,6281358,Business,Hospitality industry,High,4/22/2019,Low,Japan,High,Nigeria
1,3593147,ACCT2743,Frida Faulkner,813954,Business,Mass media,High,12/5/2019,Low,Australia,High,Argentina
1,3592348,ACCT7578,Elaina Wiley,8049219,Business,Telecommunications industry,High,4/13/2019,Low,Italy,High,Egypt
1,3592314,ACCT5542,Amiya Holland,6053054,Business,Food industry,High,12/20/2019,Low,Australia,High,Indonesia
1,3591047,ACCT3097,Carleigh Schneider,7048665,Business,Video game industry,High,3/10/2019,Low,Japan,High,Egypt
1,3590673,ACCT5176,Tamia Gonzales,3885466,Business,Internet,High,1/21/2019,Low,United States,High,Bangladesh
1,3589752,ACCT6033,Amina Manning,7615927,Business,Timber industry,High,7/3/2019,Low,Canada,High,South Africa
1,3589273,ACCT4067,Faith Fletcher,8903266,Business,Film industry,High,5/20/2019,Low,United States,High,Bangladesh
1,3589265,ACCT6215,Chance Hardin,3873049,Business,Video game industry,High,3/2/2019,Low,Australia,High,Colombia
1,3588569,ACCT3357,Eddie Goodman,9767857,Business,News media,High,11/21/2019,Low,Mexico,High,Indonesia
1,3586320,ACCT3661,Rolando Hester,1517068,Business,Mass media,High,11/10/2019,Low,France,High,Philippines
1,3586156,ACCT6259,Sarahi Nolan,6725739,Business,Semiconductor industry,High,5/17/2019,Low,Canada,High,Indonesia
1,3585890,ACCT6391,Hector Cherry,8510519,Business,Pulp and paper industry,High,9/12/2019,Low,Germany,High,Brazil
1,3585383,ACCT2489,Renee Dyer,2089828,Business,Electrical power industry,High,12/25/2019,Low,United States,High,Saudi Arabia
1,3583688,ACCT7410,Sharon Randall,3669167,Business,Publishing,High,9/8/2019,Low,Mexico,High,Indonesia
1,3581772,ACCT3810,Maryjane Fritz,4599372,Business,Chemical industry,High,3/17/2019,Low,Japan,High,Philippines
1,3581757,ACCT3256,Carlee Bruce,2287778,Business,Aerospace industry,High,7/6/2019,Low,Germany,High,Indonesia
1,3581223,ACCT5223,Paige Pham,9770327,Business,Computer industry,High,4/30/2019,Low,South Korea,High,Argentina
1,3578959,ACCT5039,Katie Merritt,6727746,Business,Insurance industry,High,11/11/2019,Low,Netherlands,High,Nigeria
1,3576901,ACCT6005,Junior Allison,4188049,Business,Transport industry,High,3/29/2019,Low,Mexico,High,Turkey
1,3576779,ACCT4479,Jaden Travis,4079064,Business,Internet,High,8/4/2019,Low,Italy,High,Russia
1,3576248,ACCT6529,Emily Braun,8147840,Business,Pharmaceutical industry,High,1/24/2019,Low,Netherlands,High,Iran
1,3575787,ACCT4628,Viviana Shaffer,5812964,Business,Information industry,High,8/23/2019,Low,France,High,Nigeria
1,3574053,ACCT7096,Elisa Singh,9763123,Business,Real estate industry,High,8/8/2019,Low,Japan,High,Turkey
1,3573936,ACCT4999,Salvador Farley,8870363,Business,Hospitality industry,High,2/11/2019,Low,Japan,High,Saudi Arabia
1,3573483,ACCT4088,Piper Rollins,4568681,Business,Mass media,High,6/12/2019,Low,Australia,High,Vietnam
1,3572096,ACCT7120,Isaias Turner,9087749,Business,Music industry,High,2/21/2019,Low,Canada,High,Pakistan
1,3571701,ACCT3210,Lilian Richard,809451,Business,Financial services industry,High,12/17/2019,Low,Germany,High,Turkey
1,3571364,ACCT3153,Tyler Harrington,2169627,Business,Broadcasting,High,12/15/2019,Low,South Korea,High,Turkey
1,3570914,ACCT5522,Hope Villanueva,5129774,Business,Transport industry,High,4/22/2019,Low,Germany,High,Brazil
1,3570659,ACCT4095,Micah Burch,6281358,Business,Hospitality industry,High,10/29/2019,Low,Italy,High,Turkey
1,3569008,ACCT5505,Kathleen Lara,1967422,Business,Sport industry,High,2/12/2019,Low,Japan,High,Philippines
1,3567987,ACCT4738,Presley Herring,7138967,Business,Semiconductor industry,High,6/15/2019,Low,Italy,High,Colombia
1,3565877,ACCT5659,Sariah Best,3604102,Business,Transport industry,High,3/13/2019,Low,Canada,High,Bangladesh
1,3565552,ACCT7080,Justus Mccall,9712441,Business,Tobacco industry,High,5/30/2019,Low,Germany,High,Philippines
1,3564982,ACCT6215,Chance Hardin,3873049,Business,Video game industry,High,7/3/2019,Low,South Korea,High,Vietnam
1,3563578,ACCT5925,Nico Maddox,2741250,Business,Computer industry,High,10/2/2019,Low,Italy,High,Saudi Arabia
1,3561191,ACCT2141,Cassandra Spence,9588081,Business,Publishing,High,5/22/2019,Low,Japan,High,Nigeria
1,3559306,ACCT3004,Sage Yoder,8252148,Business,Industrial robot industry,High,9/9/2019,Low,South Korea,High,Egypt
1,3558018,ACCT7950,Scarlet Wade,2029764,Business,Water industry,High,10/1/2019,Low,Mexico,High,Brazil
1,3557622,ACCT4896,Uriel Hubbard,7083857,Business,Pulp and paper industry,High,10/7/2019,Low,Canada,High,Turkey
1,3556388,ACCT2799,Cheyanne Velazquez,6821217,Business,Sport industry,High,6/26/2019,Low,France,High,Nigeria
1,3555177,ACCT5450,Ryan Sanchez,1740010,Business,Transport industry,High,8/13/2019,Low,Mexico,High,South Africa
1,3553566,ACCT7017,Conner Herring,7801406,Business,Tobacco industry,High,7/19/2019,Low,Italy,High,Brazil
1,3553027,ACCT7149,Carson Garrison,6719257,Business,Computer industry,High,12/14/2019,Low,Mexico,High,Russia
1,3551436,ACCT5554,Jamie Wood,8241594,Business,Music industry,High,5/29/2019,Low,Italy,High,Saudi Arabia
1,3551302,ACCT6184,Rosa Noble,2369568,Business,Automotive industry,High,10/11/2019,Low,United States,High,Pakistan
1,3550535,ACCT2991,Caleb Calhoun,6434658,Business,Insurance industry,High,8/17/2019,Low,Netherlands,High,Pakistan
1,3550461,ACCT7647,Alayna Eaton,3164237,Business,Shipbuilding industry,High,10/14/2019,Low,Germany,High,Philippines
1,3550388,ACCT4738,Presley Herring,7138967,Business,Semiconductor industry,High,1/7/2019,Low,Australia,High,Vietnam
1,3550343,ACCT2959,Cordell Rubio,2395251,Business,Mining,High,12/17/2019,Low,Italy,High,Indonesia
1,3550029,ACCT2067,Alonzo Bond,2468124,Business,Food industry,High,7/16/2019,Low,Netherlands,High,Nigeria
1,3549640,ACCT4896,Uriel Hubbard,7083857,Business,Pulp and paper industry,High,7/14/2019,Low,United States,High,Indonesia
1,3548553,ACCT2066,Gwendolyn Zhang,3817871,Business,Textile industry,High,10/9/2019,Low,United States,High,Colombia
1,3548465,ACCT4013,Callie Dickson,5874892,Business,Health care industry,High,5/1/2019,Low,Mexico,High,Egypt
1,3546945,ACCT2467,Elise Shaffer,9567708,Business,Industrial robot industry,High,10/23/2019,Low,Japan,High,Vietnam
1,3545533,ACCT7434,Jaquan Charles,7798933,Business,Arms industry,High,3/6/2019,Low,Mexico,High,Turkey
1,3545172,ACCT6532,Lindsey Figueroa,9856638,Business,Insurance industry,High,12/3/2019,Low,South Korea,High,Colombia
1,3543735,ACCT6509,Bryanna Tate,8710582,Business,Telecommunications industry,High,5/21/2019,Low,Netherlands,High,Nigeria
1,3542985,ACCT7827,Ezra Sutton,8300879,Business,Film industry,High,10/10/2019,Low,Netherlands,High,Philippines
1,3542346,ACCT7760,Slade Weaver,7733383,Business,Health care industry,High,12/13/2019,Low,France,High,Philippines
1,3541213,ACCT7586,Angelique Travis,9592705,Business,Shipbuilding industry,High,2/27/2019,Low,Canada,High,Egypt
1,3540386,ACCT2847,Danna Contreras,3292998,Business,Timber industry,High,3/1/2019,Low,Japan,High,Bangladesh
1,3539000,ACCT6587,Destinee Shaw,4201432,Business,Health care industry,High,4/4/2019,Low,France,High,Pakistan
1,3538337,ACCT2154,Josue Donovan,5057704,Business,Computer industry,High,7/6/2019,Low,France,High,Vietnam
1,3537664,ACCT5508,Alma Pena,1983051,Business,Publishing,High,1/7/2019,Low,Australia,High,Nigeria
1,3536828,ACCT2800,Blaze Wiggins,6453553,Business,Education industry,High,9/24/2019,Low,South Korea,High,Argentina
1,3535989,ACCT6146,Savanah Perry,6680572,Business,Health care industry,High,4/30/2019,Low,Japan,High,Philippines
1,3534965,ACCT2330,Conrad Curtis,8427695,Business,Automotive industry,High,8/29/2019,Low,United States,High,Saudi Arabia
1,3534789,ACCT2799,Cheyanne Velazquez,6821217,Business,Sport industry,High,7/30/2019,Low,United States,High,Vietnam
1,3533723,ACCT7549,Lisa King,7455390,Business,Mass media,High,11/22/2019,Low,Germany,High,Bangladesh
1,3532698,ACCT4003,Katelynn Mosley,6936566,Business,Construction industry,High,5/30/2019,Low,United Kingdom,High,Argentina
1,3532094,ACCT6114,Ally Olsen,169672,Business,Industrial robot industry,High,6/10/2019,Low,Germany,High,Colombia
1,3528589,ACCT7354,Martha Merritt,1473722,Business,Computer industry,High,5/18/2019,Low,Italy,High,Iran
1,3528009,ACCT4806,Jocelyn Barnes,5413927,Business,Pharmaceutical industry,High,6/21/2019,Low,Japan,High,Brazil
1,3526816,ACCT2991,Caleb Calhoun,6434658,Business,Insurance industry,High,3/3/2019,Low,Germany,High,Turkey
1,3525988,ACCT4824,Samuel Garner,7174787,Business,Publishing,High,5/1/2019,Low,Canada,High,Russia
1,3520257,ACCT2485,Nathan Poole,5923264,Business,Industrial robot industry,High,3/8/2019,Low,Mexico,High,Iran
1,3519925,ACCT6482,Emelia Johns,7644864,Business,Video game industry,High,8/10/2019,Low,Australia,High,South Africa
1,3519686,ACCT2908,Liam Austin,1395223,Business,Semiconductor industry,High,11/7/2019,Low,United States,High,Nigeria
1,3519247,ACCT4571,Jaycee Howell,1974903,Business,Industrial robot industry,High,1/29/2019,Low,Netherlands,High,Russia
1,3517678,ACCT5925,Nico Maddox,2741250,Business,Computer industry,High,5/6/2019,Low,United Kingdom,High,Pakistan
1,3514910,ACCT2087,Alexzander Osborn,123025,Business,Internet,High,5/30/2019,Low,Germany,High,Philippines
1,3511877,ACCT3014,Regina Roberts,122477,Business,Industrial robot industry,High,1/19/2019,Low,Mexico,High,Egypt
1,3511139,ACCT3325,Isaac Santana,1349647,Business,Energy industry,High,4/4/2019,Low,United States,High,Indonesia
1,3510598,ACCT5742,Issac Arnold,8532687,Business,Electrical power industry,High,10/16/2019,Low,Australia,High,Nigeria
1,3510530,ACCT2791,Jude Walters,8061301,Business,Publishing,High,7/29/2019,Low,United States,High,Indonesia
1,3510314,ACCT7714,Frances Watkins,291369,Business,Fishing industry,High,6/26/2019,Low,Italy,High,Nigeria
1,3507771,ACCT6772,Mike Moses,4644268,Business,Tobacco industry,High,6/28/2019,Low,Mexico,High,Philippines
1,3505440,ACCT4480,Nina Bates,8868189,Business,Textile industry,High,12/22/2019,Low,South Korea,High,South Africa
1,3504823,ACCT5158,Aniya Frank,5510095,Business,Information industry,High,12/30/2019,Low,Netherlands,High,Brazil
1,3504653,ACCT7653,Paula Walton,7062347,Business,Arms industry,High,5/12/2019,Low,Australia,High,Bangladesh
1,3501517,ACCT3524,Bo Coleman,2178134,Business,Textile industry,High,3/3/2019,Low,Netherlands,High,South Africa
1,3501370,ACCT5356,Ryker Simon,6388202,Business,Film industry,High,4/9/2019,Low,Germany,High,Colombia
1,3500938,ACCT3642,Jean Barton,5372260,Business,Automotive industry,High,7/4/2019,Low,South Korea,High,Argentina
1,3499856,ACCT2646,Anabelle Torres,4051477,Business,Broadcasting,High,4/3/2019,Low,United States,High,Bangladesh
1,3498607,ACCT7983,Lia Bray,3920333,Business,News media,High,2/5/2019,Low,United States,High,Iran
1,3498397,ACCT6291,Maurice Estes,2021301,Business,Food industry,High,7/20/2019,Low,South Korea,High,Colombia
1,3496827,ACCT2767,Colton Nash,6851117,Business,Publishing,High,1/22/2019,Low,Japan,High,Pakistan
1,3496558,ACCT4234,Celeste Gray,1573491,Business,Information industry,High,6/27/2019,Low,United States,High,Russia
1,3496077,ACCT3457,Marco Melton,1074965,Business,Low to medium tech industry,High,2/12/2019,Low,Australia,High,Pakistan
1,3494200,ACCT4305,Myah Harrison,7033617,Business,Video game industry,High,1/31/2019,Low,Germany,High,Brazil
1,3494119,ACCT6035,Kylie Grant,399177,Business,News media,High,9/6/2019,Low,Australia,High,Brazil
1,3493266,ACCT4143,Jaliyah Aguilar,2916082,Business,Tobacco industry,High,5/16/2019,Low,Italy,High,Brazil
1,3492750,ACCT5853,Abbey Ellison,7038543,Business,Film industry,High,10/2/2019,Low,Canada,High,Egypt
1,3492705,ACCT5199,Briana Singh,1624444,Business,Education industry,High,3/17/2019,Low,Mexico,High,Iran
1,3490305,ACCT4986,Abigail Moon,2480508,Business,Telecommunications industry,High,9/1/2019,Low,France,High,Egypt
1,3489370,ACCT2852,Keegan Brock,2905114,Business,Pharmaceutical industry,High,12/1/2019,Low,Japan,High,Nigeria
1,3488852,ACCT5770,Diamond Huerta,6544906,Business,Telecommunications industry,High,10/20/2019,Low,Italy,High,Colombia
1,3487524,ACCT7181,Christine Potter,8414002,Business,Video game industry,High,7/17/2019,Low,United States,High,Turkey
1,3487314,ACCT6231,James Patterson,2930466,Business,Defense industry,High,8/10/2019,Low,United States,High,Pakistan
1,3487048,ACCT3467,Litzy Duncan,8461535,Business,Telecommunications industry,High,2/14/2019,Low,Netherlands,High,Nigeria
1,3487033,ACCT6421,Krystal Dyer,5739789,Business,Real estate industry,High,10/23/2019,Low,United Kingdom,High,Argentina
1,3486955,ACCT3848,Salvador Dickerson,6199973,Business,Video game industry,High,11/5/2019,Low,United States,High,Philippines
1,3486675,ACCT6007,Athena Lynn,3967951,Business,Insurance industry,High,7/25/2019,Low,United Kingdom,High,Vietnam
1,3486003,ACCT7518,Harrison Pacheco,9235648,Business,Shipbuilding industry,High,9/27/2019,Low,Canada,High,Nigeria
1,3485968,ACCT2565,Sergio Hernandez,3103382,Business,Real estate industry,High,2/9/2019,Low,Netherlands,High,Brazil
1,3485585,ACCT5509,Dalia Kane,1734250,Business,Low to medium tech industry,High,8/13/2019,Low,United States,High,Pakistan
1,3485492,ACCT6766,Junior Wise,3139885,Business,Transport industry,High,11/29/2019,Low,Mexico,High,Philippines
1,3485238,ACCT5994,Jamiya Newman,7604137,Business,Music industry,High,4/13/2019,Low,Netherlands,High,Argentina
1,3483373,ACCT2333,Derick Peters,3656649,Business,Software industry,High,6/23/2019,Low,United Kingdom,High,Argentina
1,3483183,ACCT7813,Savannah Pollard,3522388,Business,Telecommunications industry,High,5/15/2019,Low,France,High,Iran
1,3482139,ACCT4215,Nikolas Alvarado,1141936,Business,Computer industry,High,9/21/2019,Low,Mexico,High,Philippines
1,3481211,ACCT6723,Heaven Soto,7757738,Business,Petroleum industry,High,4/15/2019,Low,Germany,High,Brazil
1,3478617,ACCT6146,Savanah Perry,6680572,Business,Health care industry,High,1/26/2019,Low,United States,High,Indonesia
1,3477433,ACCT4497,Dorian Fischer,8666619,Business,Industrial robot industry,High,5/4/2019,Low,France,High,Nigeria
1,3476773,ACCT2967,Charlie Mcpherson,7709408,Business,Hospitality industry,High,2/26/2019,Low,Italy,High,Bangladesh
1,3475882,ACCT2835,Elise Watson,824484,Business,Education industry,High,7/27/2019,Low,United Kingdom,High,Russia
1,3472183,ACCT5150,Edwin Brewer,6799127,Business,Music industry,High,1/6/2019,Low,Australia,High,Iran
1,3471643,ACCT3957,Hugo Murray,6339910,Business,Timber industry,High,10/16/2019,Low,Italy,High,Nigeria
1,3471569,ACCT5755,Diya Ponce,6198085,Business,Arms industry,High,10/17/2019,Low,Mexico,High,Pakistan
1,3471045,ACCT7487,Reid West,7155498,Business,Information industry,High,11/10/2019,Low,France,High,Bangladesh
1,3470678,ACCT6237,Siena Burke,6901657,Business,Hospitality industry,High,7/17/2019,Low,Germany,High,Pakistan
1,3467784,ACCT5366,Marlie Norris,5795165,Business,Electronics industry,High,9/22/2019,Low,France,High,Nigeria
1,3466532,ACCT2528,Aiden Huff,5007800,Business,Textile industry,High,7/19/2019,Low,Italy,High,Russia
1,3466356,ACCT3298,Tyson Morrison,4096577,Business,Broadcasting,High,7/5/2019,Low,Mexico,High,Russia
1,3465880,ACCT7100,Jacoby Horn,7686962,Business,Software industry,High,10/27/2019,Low,Japan,High,Argentina
1,3465221,ACCT6758,Rigoberto Newman,1549567,Business,Aerospace industry,High,5/7/2019,Low,Australia,High,Bangladesh
1,3465206,ACCT3357,Eddie Goodman,9767857,Business,News media,High,11/10/2019,Low,Netherlands,High,Iran
1,3464209,ACCT4305,Myah Harrison,7033617,Business,Video game industry,High,3/8/2019,Low,Canada,High,South Africa
1,3463295,ACCT3401,Beckham Friedman,8871231,Business,Mass media,High,6/14/2019,Low,France,High,Argentina
1,3462787,ACCT7778,Case Rocha,9515039,Business,Electronics industry,High,3/27/2019,Low,Netherlands,High,Colombia
1,3462774,ACCT6868,Esmeralda Schwartz,3815124,Business,Education industry,High,8/30/2019,Low,Australia,High,Brazil
1,3462660,ACCT2389,Ray Mcpherson,9631166,Business,Steel industry,High,2/3/2019,Low,France,High,Pakistan
1,3462114,ACCT4291,Augustus Meyer,3811329,Business,Automotive industry,High,7/21/2019,Low,Mexico,High,Indonesia
1,3461435,ACCT7893,Addyson Munoz,6690536,Business,Music industry,High,2/22/2019,Low,Germany,High,South Africa
1,3459398,ACCT6844,Layton Johns,3233724,Business,Aerospace industry,High,1/7/2019,Low,France,High,South Africa
1,3458891,ACCT2527,Kyla Cannon,3584488,Business,Fishing industry,High,5/16/2019,Low,United Kingdom,High,Indonesia
1,3457997,ACCT7784,David Rojas,9519234,Business,Publishing,High,9/28/2019,Low,Australia,High,Bangladesh
1,3457811,ACCT4574,Sincere Carrillo,826626,Business,Computer industry,High,1/24/2019,Low,France,High,Saudi Arabia
1,3457021,ACCT6046,Keyon Best,7819170,Business,Water industry,High,3/26/2019,Low,Mexico,High,Brazil
1,3456458,ACCT6979,Alfonso Norman,5395184,Business,Information industry,High,12/3/2019,Low,Mexico,High,Bangladesh
1,3455394,ACCT6440,Brandon Swanson,9326688,Business,Defense industry,High,8/5/2019,Low,United Kingdom,High,Indonesia
1,3455138,ACCT3564,Caitlin Archer,2120882,Business,Pulp and paper industry,High,4/29/2019,Low,Germany,High,Brazil
1,3453915,ACCT4366,Janiah Schroeder,3584431,Business,Mining,High,3/4/2019,Low,Italy,High,Egypt
1,3451651,ACCT5920,Jagger Bennett,4913164,Business,Telecommunications industry,High,3/1/2019,Low,Canada,High,Brazil
1,3451289,ACCT2787,Ahmad Lowery,2285439,Business,Computer industry,High,5/23/2019,Low,Mexico,High,Pakistan
1,3449644,ACCT7506,Cruz Waller,2481376,Business,Timber industry,High,7/23/2019,Low,United Kingdom,High,Russia
1,3447436,ACCT7073,Audrey Hays,7888574,Business,Shipbuilding industry,High,8/29/2019,Low,Netherlands,High,Colombia
1,3447070,ACCT2539,Kingston Bridges,7813831,Business,Electrical power industry,High,12/8/2019,Low,France,High,Pakistan
1,3445869,ACCT6743,Jamir Mckinney,262241,Business,Film industry,High,8/14/2019,Low,Japan,High,Iran
1,3445529,ACCT7798,Graham Shah,1427972,Business,Textile industry,High,10/19/2019,Low,Netherlands,High,Saudi Arabia
1,3445228,ACCT2419,Reese Warren,6744247,Business,Software industry,High,6/14/2019,Low,Mexico,High,Nigeria
1,3443740,ACCT2800,Blaze Wiggins,6453553,Business,Education industry,High,4/20/2019,Low,Netherlands,High,Vietnam
1,3443536,ACCT7181,Christine Potter,8414002,Business,Video game industry,High,9/10/2019,Low,United Kingdom,High,Saudi Arabia
1,3441031,ACCT5599,Kenley Wilkerson,3720150,Business,Transport industry,High,5/20/2019,Low,Germany,High,Argentina
1,3440640,ACCT6035,Kylie Grant,399177,Business,News media,High,7/31/2019,Low,Canada,High,Saudi Arabia
1,3437627,ACCT4766,Remington Rose,4386631,Business,Steel industry,High,9/14/2019,Low,United Kingdom,High,Nigeria
1,3437299,ACCT7861,Noe Lawson,3545826,Business,Sport industry,High,7/26/2019,Low,Mexico,High,Brazil
1,3435454,ACCT2484,Rodney Zavala,279780,Business,Health care industry,High,4/15/2019,Low,Japan,High,South Africa
1,3435136,ACCT2404,Salma Clayton,4829359,Business,Fishing industry,High,4/27/2019,Low,United Kingdom,High,Pakistan
1,3435073,ACCT6863,Ivan Pruitt,1272519,Business,Industrial robot industry,High,1/25/2019,Low,Canada,High,Bangladesh
1,3434650,ACCT3483,Nico Webster,9139501,Business,Pharmaceutical industry,High,2/3/2019,Low,Germany,High,Brazil
1,3433376,ACCT3751,Ishaan Cook,8016418,Business,Information industry,High,4/1/2019,Low,Canada,High,Vietnam
1,3433308,ACCT3751,Ishaan Cook,8016418,Business,Information industry,High,6/26/2019,Low,United States,High,Vietnam
1,3431614,ACCT6708,Asa Erickson,806589,Business,Insurance industry,High,6/19/2019,Low,France,High,Argentina
1,3428181,ACCT7073,Audrey Hays,7888574,Business,Shipbuilding industry,High,8/9/2019,Low,Mexico,High,Vietnam
1,3427455,ACCT6574,Keyla Huang,8369968,Business,Arms industry,High,9/8/2019,Low,United Kingdom,High,Saudi Arabia
1,3426139,ACCT4877,Sebastian Vincent,5042217,Business,Computer industry,High,12/28/2019,Low,Canada,High,Russia
1,3424538,ACCT3978,Maia Meyers,9686728,Business,Electronics industry,High,3/2/2019,Low,Netherlands,High,Russia
1,3424292,ACCT2948,Bernard Woodard,1985588,Business,Electronics industry,High,3/9/2019,Low,Australia,High,Vietnam
1,3423574,ACCT4782,Maritza Bird,8535656,Business,Sport industry,High,5/7/2019,Low,Netherlands,High,Egypt
1,3423382,ACCT5623,Charlee Moran,8320289,Business,Electrical power industry,High,12/4/2019,Low,United States,High,Pakistan
1,3422646,ACCT5623,Charlee Moran,8320289,Business,Electrical power industry,High,9/25/2019,Low,Italy,High,Brazil
1,3421283,ACCT6756,Rey Hughes,7697800,Business,Broadcasting,High,10/31/2019,Low,Italy,High,Colombia
1,3419854,ACCT4492,Martha Farmer,8436193,Business,Aerospace industry,High,10/5/2019,Low,Germany,High,Bangladesh
1,3419681,ACCT4158,Edith Mcintyre,9249183,Business,Mass media,High,12/2/2019,Low,Canada,High,Colombia
1,3418589,ACCT5624,Lola Durham,8630549,Business,Electrical power industry,High,4/6/2019,Low,Canada,High,Saudi Arabia
1,3417749,ACCT3108,Lorenzo Irwin,3624268,Business,Energy industry,High,2/17/2019,Low,Germany,High,South Africa
1,3417280,ACCT2563,Kiana Harding,8183724,Business,Software industry,High,10/26/2019,Low,France,High,Russia
1,3415876,ACCT7887,Leonel Haas,9603195,Business,Automotive industry,High,8/1/2019,Low,Italy,High,Nigeria
1,3415275,ACCT6290,Franco Serrano,9172244,Business,Petroleum industry,High,1/12/2019,Low,Netherlands,High,South Africa
1,3415196,ACCT3935,Fabian Carr,9911034,Business,Steel industry,High,6/19/2019,Low,Germany,High,Indonesia
1,3414919,ACCT4096,Angelica Bailey,3797651,Business,Tobacco industry,High,9/20/2019,Low,France,High,Russia
1,3413023,ACCT3217,Skyler Benson,4674285,Business,Chemical industry,High,3/13/2019,Low,Mexico,High,Iran
