f.acctid,f.acctname,f.potential_fraud_fl,fraud_alert_dt,f.incr_in_credit_card_spent,f.avg_monthly_creditcard_spent,f.daily_credit_card_transaction_amt,f.daily_credit_card_transaction_ct
ACCT6347,Matthew Petersen,Y,12/22/2019,47.46341463414634,41,1946,1
ACCT4359,Summer Lara,Y,9/9/2019,47.45762711864407,59,2800,1
ACCT6851,Conor Hebert,Y,2/6/2019,47.435483870967744,62,2941,1
ACCT6326,Haleigh Ruiz,Y,10/23/2019,47.42553191489362,47,2229,1
ACCT6028,Hannah Rowland,Y,8/7/2019,47.3125,32,1514,1
ACCT3177,Keyon Jones,Y,9/9/2019,47.29824561403509,57,2696,1
ACCT6326,Haleigh Ruiz,Y,11/26/2019,47.297872340425535,47,2223,1
ACCT6513,Nehemiah Rojas,Y,4/22/2019,46.96666666666667,60,2818,1
ACCT6160,Gunner Crawford,Y,12/1/2019,46.958333333333336,24,1127,2
ACCT2779,Adolfo Vincent,Y,7/12/2019,46.91803278688525,61,2862,1
ACCT2277,Aleah Williams,Y,6/16/2019,46.725,80,3738,2
ACCT4010,Madison Jensen,Y,10/15/2019,46.69230769230769,26,1214,1
ACCT2911,Cory Nixon,Y,6/1/2019,46.625,24,1119,1
ACCT6975,Rey Mccarthy,Y,7/21/2019,46.61538461538461,26,1212,1
ACCT3756,Catherine Booker,Y,11/13/2019,46.61290322580645,31,1445,1
ACCT4037,Akira Bowman,Y,12/3/2019,46.59090909090909,22,1025,1
ACCT7000,Zaiden Bender,Y,2/7/2019,46.52173913043478,23,1070,1
ACCT6326,Haleigh Ruiz,Y,6/19/2019,46.48936170212766,47,2185,1
ACCT6851,Conor Hebert,Y,2/8/2019,46.483870967741936,62,2882,1
ACCT6019,Tara Escobar,Y,1/23/2019,46.369565217391305,46,2133,1
ACCT6767,Camren Heath,Y,1/7/2019,46.31666666666667,60,2779,1
ACCT5380,Leonard Morrison,Y,10/20/2019,46.30952380952381,84,3890,2
ACCT2535,Jonathan Pollard,Y,12/6/2019,46.285714285714285,49,2268,1
ACCT7811,Ashtyn Reese,Y,3/15/2019,46.27272727272727,33,1527,1
ACCT4010,Madison Jensen,Y,9/21/2019,46.26923076923077,26,1203,1
ACCT5804,Maritza Estrada,Y,2/25/2019,46.18604651162791,43,1986,1
ACCT6975,Rey Mccarthy,Y,6/30/2019,46.11538461538461,26,1199,1
ACCT2050,Thaddeus Vargas,Y,1/26/2019,46.07692307692308,52,2396,1
ACCT7958,Kash Dickson,Y,11/23/2019,46.0625,16,737,1
ACCT2779,Adolfo Vincent,Y,2/6/2019,46.032786885245905,61,2808,1
ACCT6028,Hannah Rowland,Y,11/11/2019,45.875,32,1468,1
ACCT3139,Fiona Herman,Y,1/22/2019,45.87179487179487,78,3578,3
ACCT6347,Matthew Petersen,Y,8/17/2019,45.853658536585364,41,1880,1
ACCT2779,Adolfo Vincent,Y,11/13/2019,45.85245901639344,61,2797,1
ACCT2262,Alden Hardy,Y,7/8/2019,45.80392156862745,51,2336,1
ACCT6019,Tara Escobar,Y,7/19/2019,45.78260869565217,46,2106,1
ACCT2535,Jonathan Pollard,Y,12/7/2019,45.714285714285715,49,2240,1
ACCT7616,Madeline Beard,Y,11/18/2019,45.69565217391305,46,2102,1
ACCT4359,Summer Lara,Y,5/10/2019,45.59322033898305,59,2690,1
ACCT6767,Camren Heath,Y,10/1/2019,45.53333333333333,60,2732,1
ACCT2779,Adolfo Vincent,Y,10/6/2019,45.26229508196721,61,2761,1
ACCT7000,Zaiden Bender,Y,5/27/2019,45.21739130434783,23,1040,1
ACCT5669,Dayami Gates,Y,3/21/2019,45.2,25,1130,1
ACCT5964,Crystal Ball,Y,4/17/2019,45.142857142857146,28,1264,1
ACCT7597,Kristian Mcconnell,Y,5/2/2019,45.083333333333336,60,2705,1
ACCT4740,Johnny Beasley,Y,8/30/2019,45.0,18,810,1
ACCT5684,Bridger Stewart,Y,8/5/2019,44.983333333333334,60,2699,1
ACCT2626,Conor Ross,Y,3/26/2019,44.916666666666664,24,1078,1
ACCT6160,Gunner Crawford,Y,7/31/2019,44.75,24,1074,1
ACCT6851,Conor Hebert,Y,7/30/2019,44.74193548387097,62,2774,1
ACCT5806,Quincy Brewer,Y,8/17/2019,44.72222222222222,36,1610,1
ACCT7167,Augustus Osborn,Y,1/1/2019,44.61702127659574,47,2097,1
ACCT2535,Jonathan Pollard,Y,3/18/2019,44.59183673469388,49,2185,1
ACCT6767,Camren Heath,Y,7/15/2019,44.53333333333333,60,2672,1
ACCT5684,Bridger Stewart,Y,1/15/2019,44.45,60,2667,1
ACCT5192,Lorenzo Tyler,Y,7/10/2019,44.36842105263158,19,843,1
ACCT6028,Hannah Rowland,Y,5/17/2019,44.21875,32,1415,1
ACCT5748,Dean Powell,Y,8/4/2019,44.09090909090909,22,970,1
ACCT2262,Alden Hardy,Y,3/22/2019,44.07843137254902,51,2248,1
ACCT5806,Quincy Brewer,Y,5/9/2019,43.916666666666664,36,1581,1
ACCT6767,Camren Heath,Y,12/1/2019,43.9,60,2634,1
ACCT7811,Ashtyn Reese,Y,4/7/2019,43.878787878787875,33,1448,1
ACCT7000,Zaiden Bender,Y,12/20/2019,43.869565217391305,23,1009,1
ACCT4444,Jamar Ortega,Y,12/9/2019,43.833333333333336,24,1052,1
ACCT6028,Hannah Rowland,Y,12/20/2019,43.8125,32,1402,1
ACCT5806,Quincy Brewer,Y,10/31/2019,43.52777777777778,36,1567,1
ACCT7616,Madeline Beard,Y,3/27/2019,43.391304347826086,46,1996,1
ACCT5057,Lauren Conley,Y,4/1/2019,43.36363636363637,66,2862,1
ACCT5057,Lauren Conley,Y,1/19/2019,43.333333333333336,66,2860,1
ACCT4444,Jamar Ortega,Y,1/21/2019,43.291666666666664,24,1039,1
ACCT5669,Dayami Gates,Y,5/14/2019,43.2,25,1080,1
ACCT6019,Tara Escobar,Y,5/26/2019,43.19565217391305,46,1987,1
ACCT6326,Haleigh Ruiz,Y,3/24/2019,43.191489361702125,47,2030,1
ACCT5057,Lauren Conley,Y,10/25/2019,43.15151515151515,66,2848,1
ACCT3177,Keyon Jones,Y,3/9/2019,43.03508771929825,57,2453,1
ACCT3177,Keyon Jones,Y,7/27/2019,43.03508771929825,57,2453,1
ACCT2535,Jonathan Pollard,Y,7/15/2019,43.02040816326531,49,2108,1
ACCT2535,Jonathan Pollard,Y,8/13/2019,43.02040816326531,49,2108,1
ACCT2626,Conor Ross,Y,10/22/2019,42.75,24,1026,1
ACCT5655,Mckenna Dixon,Y,7/14/2019,42.705882352941174,17,726,1
ACCT3363,Carlie Sharp,Y,6/11/2019,42.55172413793103,29,1234,1
ACCT2987,Sloane Scott,Y,12/9/2019,42.52857142857143,70,2977,1
ACCT2911,Cory Nixon,Y,3/10/2019,42.458333333333336,24,1019,1
ACCT6347,Matthew Petersen,Y,7/22/2019,42.4390243902439,41,1740,1
ACCT4740,Johnny Beasley,Y,4/15/2019,42.388888888888886,18,763,1
ACCT2050,Thaddeus Vargas,Y,3/27/2019,42.36538461538461,52,2203,1
ACCT7167,Augustus Osborn,Y,8/29/2019,42.297872340425535,47,1988,1
ACCT5655,Mckenna Dixon,Y,8/30/2019,42.294117647058826,17,719,1
ACCT6160,Gunner Crawford,Y,9/27/2019,42.291666666666664,24,1015,1
ACCT6326,Haleigh Ruiz,Y,8/1/2019,42.255319148936174,47,1986,1
ACCT5806,Quincy Brewer,Y,8/3/2019,42.25,36,1521,1
ACCT2535,Jonathan Pollard,Y,8/5/2019,42.244897959183675,49,2070,1
ACCT2779,Adolfo Vincent,Y,10/24/2019,42.21311475409836,61,2575,1
ACCT6309,Khloe Coffey,Y,10/27/2019,42.17391304347826,69,2910,1
ACCT4811,Chaim Matthews,Y,11/6/2019,42.16901408450704,71,2994,1
ACCT4010,Madison Jensen,Y,12/7/2019,42.15384615384615,26,1096,1
ACCT3581,Alma Cantrell,Y,11/17/2019,42.10280373831776,107,4505,2
ACCT5962,Jace Harding,Y,6/19/2019,42.0,24,1008,1
ACCT6212,Aiyana Adams,Y,1/31/2019,41.93457943925234,107,4487,2
ACCT6160,Gunner Crawford,Y,4/10/2019,41.791666666666664,24,1003,1
ACCT2779,Adolfo Vincent,Y,2/13/2019,41.75409836065574,61,2547,1
ACCT3058,Amya Mccann,Y,1/6/2019,41.72093023255814,43,1794,1
ACCT6767,Camren Heath,Y,1/3/2019,41.6,60,2496,1
ACCT7597,Kristian Mcconnell,Y,5/8/2019,41.583333333333336,60,2495,1
ACCT7597,Kristian Mcconnell,Y,2/18/2019,41.5,60,2490,1
ACCT6851,Conor Hebert,Y,8/19/2019,41.38709677419355,62,2566,1
ACCT6309,Khloe Coffey,Y,7/22/2019,41.3768115942029,69,2855,1
ACCT6347,Matthew Petersen,Y,6/21/2019,41.34146341463415,41,1695,1
ACCT7000,Zaiden Bender,Y,11/4/2019,41.08695652173913,23,945,1
ACCT6623,Gavyn Gill,Y,7/31/2019,41.08695652173913,23,945,1
ACCT6851,Conor Hebert,Y,2/23/2019,41.04838709677419,62,2545,1
ACCT2987,Sloane Scott,Y,7/7/2019,41.0,70,2870,1
ACCT2779,Adolfo Vincent,Y,8/10/2019,40.98360655737705,61,2500,1
ACCT6933,Clare Parsons,Y,6/9/2019,40.93055555555556,72,2947,1
ACCT5684,Bridger Stewart,Y,1/24/2019,40.916666666666664,60,2455,1
ACCT6019,Tara Escobar,Y,2/11/2019,40.84782608695652,46,1879,1
ACCT6028,Hannah Rowland,Y,3/24/2019,40.78125,32,1305,1
ACCT3363,Carlie Sharp,Y,11/22/2019,40.758620689655174,29,1182,1
ACCT2047,Ray Pena,Y,8/11/2019,40.71604938271605,81,3298,2
ACCT4480,Nina Bates,Y,12/31/2019,40.68181818181818,22,895,1
ACCT3058,Amya Mccann,Y,2/9/2019,40.674418604651166,43,1749,1
ACCT5660,Melody Adams,Y,9/20/2019,40.63414634146341,82,3332,2
ACCT2535,Jonathan Pollard,Y,4/4/2019,40.61224489795919,49,1990,1
ACCT6623,Gavyn Gill,Y,5/1/2019,40.52173913043478,23,932,1
ACCT7811,Ashtyn Reese,Y,11/20/2019,40.484848484848484,33,1336,1
ACCT5748,Dean Powell,Y,6/16/2019,40.45454545454545,22,890,1
ACCT5964,Crystal Ball,Y,9/9/2019,40.392857142857146,28,1131,1
ACCT6160,Gunner Crawford,Y,5/21/2019,40.375,24,969,1
ACCT6933,Clare Parsons,Y,12/13/2019,40.30555555555556,72,2902,1
ACCT2737,Julianna Shelton,Y,9/25/2019,40.26865671641791,67,2698,1
ACCT2262,Alden Hardy,Y,5/1/2019,40.19607843137255,51,2050,1
ACCT5193,Jewel Macdonald,Y,1/30/2019,40.189189189189186,74,2974,1
ACCT6326,Haleigh Ruiz,Y,6/25/2019,40.170212765957444,47,1888,1
ACCT5684,Bridger Stewart,Y,7/24/2019,40.016666666666666,60,2401,1
ACCT2262,Alden Hardy,Y,7/19/2019,40.0,51,2040,1
ACCT2262,Alden Hardy,Y,3/1/2019,39.90196078431372,51,2035,1
ACCT3177,Keyon Jones,Y,12/7/2019,39.89473684210526,57,2274,1
ACCT5962,Jace Harding,Y,7/12/2019,39.875,24,957,1
ACCT6326,Haleigh Ruiz,Y,1/2/2019,39.851063829787236,47,1873,1
ACCT7167,Augustus Osborn,Y,12/24/2019,39.787234042553195,47,1870,1
ACCT7597,Kristian Mcconnell,Y,4/6/2019,39.733333333333334,60,2384,1
ACCT4116,Jesse Tate,Y,2/15/2019,39.67777777777778,90,3571,2
ACCT7597,Kristian Mcconnell,Y,6/6/2019,39.61666666666667,60,2377,1
ACCT5806,Quincy Brewer,Y,9/29/2019,39.55555555555556,36,1424,1
ACCT2911,Cory Nixon,Y,7/24/2019,39.5,24,948,1
ACCT3234,Agustin Rubio,Y,8/20/2019,39.46666666666667,15,592,1
ACCT4359,Summer Lara,Y,6/5/2019,39.42372881355932,59,2326,1
ACCT2050,Thaddeus Vargas,Y,9/3/2019,39.38461538461539,52,2048,1
ACCT2779,Adolfo Vincent,Y,1/11/2019,39.377049180327866,61,2402,2
ACCT6402,Rayna Case,Y,1/12/2019,39.32432432432432,74,2910,1
ACCT4359,Summer Lara,Y,4/27/2019,39.32203389830509,59,2320,1
ACCT6402,Rayna Case,Y,7/14/2019,39.310810810810814,74,2909,1
ACCT2779,Adolfo Vincent,Y,1/1/2019,39.295081967213115,61,2397,1
ACCT3177,Keyon Jones,Y,3/8/2019,39.26315789473684,57,2238,1
ACCT3177,Keyon Jones,Y,12/16/2019,39.21052631578947,57,2235,1
ACCT3058,Amya Mccann,Y,2/25/2019,39.2093023255814,43,1686,1
ACCT2050,Thaddeus Vargas,Y,11/29/2019,39.15384615384615,52,2036,1
ACCT5684,Bridger Stewart,Y,12/9/2019,39.11666666666667,60,2347,1
ACCT3177,Keyon Jones,Y,3/1/2019,39.05263157894737,57,2226,1
ACCT5964,Crystal Ball,Y,12/6/2019,39.035714285714285,28,1093,1
ACCT2987,Sloane Scott,Y,6/6/2019,39.02857142857143,70,2732,1
ACCT3683,Simeon Melendez,Y,8/1/2019,38.94444444444444,72,2804,1
ACCT5583,Lainey Horne,Y,10/16/2019,38.92307692307692,13,506,1
ACCT2535,Jonathan Pollard,Y,4/9/2019,38.89795918367347,49,1906,1
ACCT2112,Carsen Morrison,Y,9/18/2019,38.89473684210526,76,2956,1
ACCT6402,Rayna Case,Y,3/4/2019,38.83783783783784,74,2874,1
ACCT7597,Kristian Mcconnell,Y,11/17/2019,38.833333333333336,60,2330,1
ACCT6767,Camren Heath,Y,3/5/2019,38.81666666666667,60,2329,1
ACCT2535,Jonathan Pollard,Y,5/3/2019,38.795918367346935,49,1901,1
ACCT6767,Camren Heath,Y,5/4/2019,38.71666666666667,60,2323,1
ACCT3177,Keyon Jones,Y,1/27/2019,38.666666666666664,57,2204,1
ACCT6513,Nehemiah Rojas,Y,8/11/2019,38.53333333333333,60,2312,1
ACCT7242,Braylon Lewis,Y,6/1/2019,38.48979591836735,49,1886,1
ACCT5804,Maritza Estrada,Y,12/8/2019,38.46511627906977,43,1654,1
ACCT2737,Julianna Shelton,Y,7/26/2019,38.46268656716418,67,2577,1
ACCT5057,Lauren Conley,Y,8/6/2019,38.39393939393939,66,2534,1
ACCT2737,Julianna Shelton,Y,4/5/2019,38.3134328358209,67,2567,1
ACCT5806,Quincy Brewer,Y,12/4/2019,38.30555555555556,36,1379,1
ACCT5684,Bridger Stewart,Y,5/4/2019,38.28333333333333,60,2297,1
ACCT4607,Averi Avery,Y,4/14/2019,38.261146496815286,157,6007,3
ACCT3139,Fiona Herman,Y,12/24/2019,38.217948717948715,78,2981,1
ACCT3683,Simeon Melendez,Y,5/8/2019,38.138888888888886,72,2746,1
ACCT4811,Chaim Matthews,Y,2/25/2019,38.04225352112676,71,2701,1
ACCT2779,Adolfo Vincent,Y,1/9/2019,38.01639344262295,61,2319,1
ACCT3683,Simeon Melendez,Y,5/19/2019,37.986111111111114,72,2735,1
ACCT2987,Sloane Scott,Y,10/19/2019,37.97142857142857,70,2658,1
ACCT2050,Thaddeus Vargas,Y,8/17/2019,37.94230769230769,52,1973,1
ACCT6851,Conor Hebert,Y,6/29/2019,37.91935483870968,62,2351,1
ACCT7156,Quinn Mcconnell,Y,2/5/2019,37.88607594936709,79,2993,1
ACCT6019,Tara Escobar,Y,4/29/2019,37.84782608695652,46,1741,1
ACCT5669,Dayami Gates,Y,5/31/2019,37.84,25,946,1
ACCT6309,Khloe Coffey,Y,9/21/2019,37.81159420289855,69,2609,1
ACCT6019,Tara Escobar,Y,8/9/2019,37.80434782608695,46,1739,1
ACCT2262,Alden Hardy,Y,11/24/2019,37.78431372549019,51,1927,1
ACCT6019,Tara Escobar,Y,6/13/2019,37.78260869565217,46,1738,1
ACCT4010,Madison Jensen,Y,8/13/2019,37.76923076923077,26,982,1
ACCT4039,Selina Perkins,Y,3/24/2019,37.72222222222222,18,679,1
ACCT5193,Jewel Macdonald,Y,11/29/2019,37.7027027027027,74,2790,1
ACCT7156,Quinn Mcconnell,Y,6/23/2019,37.64556962025316,79,2974,1
ACCT4811,Chaim Matthews,Y,10/12/2019,37.61971830985915,71,2671,1
ACCT2737,Julianna Shelton,Y,4/15/2019,37.61194029850746,67,2520,1
ACCT4211,Anya Dunn,Y,11/21/2019,37.58441558441559,77,2894,1
ACCT5806,Quincy Brewer,Y,5/11/2019,37.583333333333336,36,1353,1
ACCT6326,Haleigh Ruiz,Y,10/8/2019,37.57446808510638,47,1766,1
ACCT2779,Adolfo Vincent,Y,3/29/2019,37.57377049180328,61,2292,1
ACCT7597,Kristian Mcconnell,Y,12/15/2019,37.56666666666667,60,2254,1
ACCT6402,Rayna Case,Y,10/14/2019,37.554054054054056,74,2779,1
ACCT5380,Leonard Morrison,Y,7/30/2019,37.54761904761905,84,3154,2
ACCT7156,Quinn Mcconnell,Y,2/2/2019,37.51898734177215,79,2964,1
ACCT3683,Simeon Melendez,Y,8/27/2019,37.5,72,2700,1
ACCT2277,Aleah Williams,Y,12/7/2019,37.4875,80,2999,1
ACCT4211,Anya Dunn,Y,8/4/2019,37.42857142857143,77,2882,1
ACCT3058,Amya Mccann,Y,9/26/2019,37.372093023255815,43,1607,1
ACCT5192,Lorenzo Tyler,Y,4/21/2019,37.36842105263158,19,710,1
ACCT5684,Bridger Stewart,Y,11/26/2019,37.11666666666667,60,2227,1
ACCT2151,Raul Grant,Y,4/17/2019,37.03703703703704,81,3000,1
ACCT3177,Keyon Jones,Y,8/7/2019,37.03508771929825,57,2111,1
ACCT2396,Angelica Oconnor,Y,6/25/2019,37.020833333333336,96,3554,2
ACCT3969,Naima Riggs,Y,11/9/2019,36.965811965811966,117,4325,2
ACCT7242,Braylon Lewis,Y,6/15/2019,36.91836734693877,49,1809,1
ACCT5057,Lauren Conley,Y,7/5/2019,36.90909090909091,66,2436,2
ACCT4211,Anya Dunn,Y,12/12/2019,36.883116883116884,77,2840,1
ACCT7167,Augustus Osborn,Y,7/10/2019,36.829787234042556,47,1731,1
ACCT6975,Rey Mccarthy,Y,9/4/2019,36.80769230769231,26,957,1
ACCT2987,Sloane Scott,Y,5/2/2019,36.75714285714286,70,2573,1
ACCT7616,Madeline Beard,Y,5/9/2019,36.69565217391305,46,1688,1
ACCT4717,Kellen Mckenzie,Y,6/26/2019,36.650485436893206,103,3775,2
ACCT6513,Nehemiah Rojas,Y,11/9/2019,36.65,60,2199,1
ACCT6933,Clare Parsons,Y,2/9/2019,36.638888888888886,72,2638,1
ACCT6851,Conor Hebert,Y,11/11/2019,36.62903225806452,62,2271,1
ACCT2626,Conor Ross,Y,11/8/2019,36.583333333333336,24,878,1
ACCT6402,Rayna Case,Y,3/21/2019,36.567567567567565,74,2706,1
ACCT2779,Adolfo Vincent,Y,4/8/2019,36.540983606557376,61,2229,1
ACCT6851,Conor Hebert,Y,9/9/2019,36.516129032258064,62,2264,1
ACCT2151,Raul Grant,Y,11/16/2019,36.49382716049383,81,2956,1
ACCT4572,Richard Gibson,Y,6/28/2019,36.470588235294116,17,620,1
ACCT7156,Quinn Mcconnell,Y,10/12/2019,36.43037974683544,79,2878,1
ACCT5660,Melody Adams,Y,3/8/2019,36.40243902439025,82,2985,1
ACCT2262,Alden Hardy,Y,9/17/2019,36.3921568627451,51,1856,1
ACCT3756,Catherine Booker,Y,4/1/2019,36.354838709677416,31,1127,1
ACCT6623,Gavyn Gill,Y,3/7/2019,36.34782608695652,23,836,1
ACCT4444,Jamar Ortega,Y,8/10/2019,36.333333333333336,24,872,1
ACCT5842,Nikolai Cummings,Y,4/22/2019,36.308411214953274,107,3885,2
ACCT5193,Jewel Macdonald,Y,9/11/2019,36.28378378378378,74,2685,1
ACCT6933,Clare Parsons,Y,6/11/2019,36.27777777777778,72,2612,1
ACCT3565,Maia Zavala,Y,12/14/2019,36.10526315789474,19,686,1
ACCT2262,Alden Hardy,Y,10/25/2019,36.09803921568628,51,1841,1
ACCT3139,Fiona Herman,Y,12/7/2019,36.06410256410256,78,2813,1
ACCT4811,Chaim Matthews,Y,9/16/2019,36.014084507042256,71,2557,1
ACCT5964,Crystal Ball,Y,1/22/2019,36.0,28,1008,1
ACCT4037,Akira Bowman,Y,2/12/2019,36.0,22,792,1
ACCT6309,Khloe Coffey,Y,11/7/2019,35.95652173913044,69,2481,1
ACCT6623,Gavyn Gill,Y,10/14/2019,35.95652173913044,23,827,1
ACCT4037,Akira Bowman,Y,2/10/2019,35.95454545454545,22,791,1
ACCT4572,Richard Gibson,Y,7/4/2019,35.94117647058823,17,611,1
ACCT7156,Quinn Mcconnell,Y,9/18/2019,35.924050632911396,79,2838,1
ACCT2626,Conor Ross,Y,4/3/2019,35.916666666666664,24,862,1
ACCT6309,Khloe Coffey,Y,6/13/2019,35.91304347826087,69,2478,1
ACCT5192,Lorenzo Tyler,Y,11/8/2019,35.89473684210526,19,682,1
ACCT3683,Simeon Melendez,Y,4/22/2019,35.888888888888886,72,2584,1
ACCT3058,Amya Mccann,Y,5/20/2019,35.883720930232556,43,1543,1
ACCT4359,Summer Lara,Y,7/8/2019,35.88135593220339,59,2117,1
ACCT4717,Kellen Mckenzie,Y,5/28/2019,35.86407766990291,103,3694,2
ACCT6851,Conor Hebert,Y,2/7/2019,35.83870967741935,62,2222,1
ACCT5193,Jewel Macdonald,Y,2/13/2019,35.83783783783784,74,2652,1
ACCT6326,Haleigh Ruiz,Y,7/31/2019,35.787234042553195,47,1682,1
ACCT7000,Zaiden Bender,Y,12/18/2019,35.78260869565217,23,823,2
ACCT7758,Kamron Costa,Y,6/7/2019,35.78064516129032,155,5546,3
ACCT2151,Raul Grant,Y,3/13/2019,35.75308641975309,81,2896,1
ACCT2535,Jonathan Pollard,Y,12/12/2019,35.714285714285715,49,1750,1
ACCT2050,Thaddeus Vargas,Y,3/25/2019,35.71153846153846,52,1857,1
ACCT5193,Jewel Macdonald,Y,9/13/2019,35.7027027027027,74,2642,1
ACCT2262,Alden Hardy,Y,1/17/2019,35.68627450980392,51,1820,1
ACCT4211,Anya Dunn,Y,12/22/2019,35.675324675324674,77,2747,1
ACCT3139,Fiona Herman,Y,6/16/2019,35.62820512820513,78,2779,1
ACCT2277,Aleah Williams,Y,1/18/2019,35.5875,80,2847,1
ACCT5804,Maritza Estrada,Y,4/20/2019,35.58139534883721,43,1530,1
ACCT5804,Maritza Estrada,Y,9/29/2019,35.55813953488372,43,1529,1
ACCT7597,Kristian Mcconnell,Y,9/23/2019,35.53333333333333,60,2132,1
ACCT6623,Gavyn Gill,Y,3/30/2019,35.52173913043478,23,817,1
ACCT5804,Maritza Estrada,Y,1/21/2019,35.48837209302326,43,1526,1
ACCT4414,Joey Freeman,Y,1/27/2019,35.391304347826086,23,814,1
ACCT6545,Lilyana Petty,Y,4/2/2019,35.37719298245614,114,4033,2
ACCT5962,Jace Harding,Y,9/4/2019,35.375,24,849,1
ACCT3823,Celeste Shaw,Y,9/1/2019,35.25555555555555,90,3173,2
ACCT7958,Kash Dickson,Y,6/10/2019,35.25,16,564,1
ACCT2987,Sloane Scott,Y,4/13/2019,35.24285714285714,70,2467,1
ACCT3179,Monica Whitney,Y,3/20/2019,35.24166666666667,120,4229,2
ACCT5660,Melody Adams,Y,12/7/2019,35.207317073170735,82,2887,1
ACCT2737,Julianna Shelton,Y,10/13/2019,35.149253731343286,67,2355,1
ACCT5057,Lauren Conley,Y,9/4/2019,35.13636363636363,66,2319,1
ACCT5660,Melody Adams,Y,2/15/2019,35.109756097560975,82,2879,1
ACCT3363,Carlie Sharp,Y,3/26/2019,35.10344827586207,29,1018,1
ACCT7242,Braylon Lewis,Y,8/1/2019,34.97959183673469,49,1714,1
ACCT5057,Lauren Conley,Y,2/9/2019,34.96969696969697,66,2308,1
ACCT2779,Adolfo Vincent,Y,5/7/2019,34.90163934426229,61,2129,1
ACCT5660,Melody Adams,Y,1/8/2019,34.890243902439025,82,2861,1
ACCT7568,Darrell Mann,Y,2/21/2019,34.848837209302324,86,2997,1
ACCT5057,Lauren Conley,Y,7/3/2019,34.84848484848485,66,2300,1
ACCT7952,Macey Boyd,Y,8/6/2019,34.83529411764706,85,2961,1
ACCT4010,Madison Jensen,Y,1/11/2019,34.80769230769231,26,905,1
ACCT4359,Summer Lara,Y,7/28/2019,34.779661016949156,59,2052,1
ACCT6402,Rayna Case,Y,12/16/2019,34.74324324324324,74,2571,1
ACCT2987,Sloane Scott,Y,4/14/2019,34.7,70,2429,1
ACCT7242,Braylon Lewis,Y,1/14/2019,34.69387755102041,49,1700,1
ACCT2151,Raul Grant,Y,8/21/2019,34.641975308641975,81,2806,1
ACCT6309,Khloe Coffey,Y,3/12/2019,34.56521739130435,69,2385,1
ACCT4414,Joey Freeman,Y,9/12/2019,34.56521739130435,23,795,1
ACCT2047,Ray Pena,Y,1/8/2019,34.55555555555556,81,2799,1
ACCT2112,Carsen Morrison,Y,10/18/2019,34.51315789473684,76,2623,1
ACCT4037,Akira Bowman,Y,11/29/2019,34.5,22,759,1
ACCT5192,Lorenzo Tyler,Y,5/10/2019,34.473684210526315,19,655,1
ACCT6028,Hannah Rowland,Y,10/12/2019,34.46875,32,1103,1
ACCT5684,Bridger Stewart,Y,4/26/2019,34.45,60,2067,1
ACCT6309,Khloe Coffey,Y,12/1/2019,34.43478260869565,69,2376,1
ACCT7156,Quinn Mcconnell,Y,11/29/2019,34.43037974683544,79,2720,1
ACCT5660,Melody Adams,Y,5/28/2019,34.426829268292686,82,2823,1
ACCT5380,Leonard Morrison,Y,5/29/2019,34.416666666666664,84,2891,1
ACCT4651,Jaylen Rodgers,Y,5/6/2019,34.41317365269461,167,5747,2
ACCT6545,Lilyana Petty,Y,2/13/2019,34.3859649122807,114,3920,2
ACCT2535,Jonathan Pollard,Y,10/29/2019,34.326530612244895,49,1682,1
ACCT6767,Camren Heath,Y,8/2/2019,34.3,60,2058,1
ACCT6402,Rayna Case,Y,1/27/2019,34.25675675675676,74,2535,1
ACCT4039,Selina Perkins,Y,11/1/2019,34.22222222222222,18,616,1
ACCT7952,Macey Boyd,Y,2/2/2019,34.1764705882353,85,2905,1
ACCT2050,Thaddeus Vargas,Y,8/11/2019,34.17307692307692,52,1777,2
ACCT4359,Summer Lara,Y,4/5/2019,34.13559322033898,59,2014,1
ACCT3756,Catherine Booker,Y,1/6/2019,34.12903225806452,31,1058,1
ACCT4518,Elian Petty,Y,12/11/2019,34.11042944785276,163,5560,2
ACCT6309,Khloe Coffey,Y,5/13/2019,34.0,69,2346,1
ACCT2112,Carsen Morrison,Y,3/1/2019,33.973684210526315,76,2582,1
ACCT6028,Hannah Rowland,Y,6/17/2019,33.96875,32,1087,1
ACCT3058,Amya Mccann,Y,1/29/2019,33.95348837209303,43,1460,1
ACCT2262,Alden Hardy,Y,5/7/2019,33.86274509803921,51,1727,1
ACCT6028,Hannah Rowland,Y,4/24/2019,33.78125,32,1081,1
ACCT6619,Delilah Petty,Y,6/19/2019,33.752941176470586,85,2869,1
ACCT5660,Melody Adams,Y,4/19/2019,33.74390243902439,82,2767,1
ACCT7568,Darrell Mann,Y,6/18/2019,33.73255813953488,86,2901,1
ACCT2987,Sloane Scott,Y,6/29/2019,33.72857142857143,70,2361,1
ACCT5057,Lauren Conley,Y,10/29/2019,33.72727272727273,66,2226,1
ACCT4811,Chaim Matthews,Y,9/30/2019,33.66197183098591,71,2390,1
ACCT3363,Carlie Sharp,Y,5/3/2019,33.6551724137931,29,976,1
ACCT6309,Khloe Coffey,Y,3/18/2019,33.65217391304348,69,2322,1
ACCT6619,Delilah Petty,Y,6/9/2019,33.64705882352941,85,2860,1
ACCT2737,Julianna Shelton,Y,7/12/2019,33.64179104477612,67,2254,1
ACCT4010,Madison Jensen,Y,5/12/2019,33.61538461538461,26,874,1
