transaction_ct,transaction_amt,t.sender_acct,recieving_acct_id,recieving_acct_name,recieving_acct_annual_income,recieving_acct_src_income,a.acct_industry,a.acct_risk,t.transaction_date,t.send_country_risk,t.send_country_name,t.reciever_country_risk,t.reciever_country_name
1,4558041,ACCT2261,ACCT6285,Aimee Baxter,2500090,Business,Mass media,High,10/27/2019,High,Iran,Low,Mexico
1,4556652,ACCT2377,ACCT2579,Savion Rogers,2238586,Business,Hospitality industry,High,2/17/2019,High,Philippines,Low,Italy
1,4555515,ACCT6955,ACCT4823,Lance Vance,129926,Business,Pulp and paper industry,High,4/18/2019,High,Brazil,Low,Australia
1,4551094,ACCT6662,ACCT5871,Ernesto Velasquez,2808600,Business,Information industry,High,1/4/2019,High,Pakistan,Low,France
1,4550578,ACCT3594,ACCT4832,Paula James,1353106,Business,Tobacco industry,High,3/12/2019,High,Philippines,Low,Netherlands
1,4549347,ACCT5160,ACCT2954,Charlize Patterson,2215747,Business,Food industry,High,4/22/2019,High,South Africa,Low,Mexico
1,4548685,ACCT7145,ACCT5819,Liliana Pugh,1854867,Business,Video game industry,High,5/24/2019,High,Egypt,Low,South Korea
1,4547374,ACCT4177,ACCT5505,Kathleen Lara,1967422,Business,Sport industry,High,5/11/2019,High,Iran,Low,United Kingdom
1,4542300,ACCT2885,ACCT5000,Jared Levine,1845649,Business,Real estate industry,High,6/15/2019,High,Saudi Arabia,Low,Mexico
1,4540142,ACCT6786,ACCT4176,Deja Dunn,4314993,Business,Pulp and paper industry,High,7/5/2019,High,Colombia,Low,France
1,4539634,ACCT6113,ACCT2615,Lisa Holt,4365098,Business,Software industry,High,9/23/2019,High,South Africa,Low,South Korea
1,4538212,ACCT7785,ACCT6198,Anderson Pace,1096462,Business,Low to medium tech industry,High,10/25/2019,High,Bangladesh,Low,Canada
1,4535302,ACCT3180,ACCT7270,Skylar French,275250,Business,Financial services industry,High,5/31/2019,High,Brazil,Low,South Korea
1,4529069,ACCT7968,ACCT2693,Zayden Webster,802647,Business,Entertainment industry,High,3/31/2019,High,South Africa,Low,Australia
1,4529058,ACCT4895,ACCT4138,Donald Case,2117277,Business,Chemical industry,High,4/28/2019,High,Brazil,Low,United States
1,4528400,ACCT6693,ACCT5045,Frederick Owen,2984252,Business,Defense industry,High,11/26/2019,High,Argentina,Low,Netherlands
1,4522534,ACCT5808,ACCT6114,Ally Olsen,169672,Business,Industrial robot industry,High,3/12/2019,High,Saudi Arabia,Low,Canada
1,4522035,ACCT7736,ACCT4832,Paula James,1353106,Business,Tobacco industry,High,12/20/2019,High,Egypt,Low,Mexico
1,4517602,ACCT5800,ACCT2087,Alexzander Osborn,123025,Business,Internet,High,6/26/2019,High,Vietnam,Low,Mexico
1,4516620,ACCT7311,ACCT2765,Mckenna Mcintosh,1877005,Business,Timber industry,High,7/20/2019,High,Nigeria,Low,Canada
1,4514807,ACCT6934,ACCT3614,Eden Saunders,3568120,Business,Automotive industry,High,2/10/2019,High,Argentina,Low,Germany
1,4511365,ACCT3546,ACCT7173,Bradley Lynch,3457629,Business,Chemical industry,High,5/8/2019,High,Russia,Low,Italy
1,4509002,ACCT5487,ACCT3257,Karlie Ingram,141800,Business,Automotive industry,High,7/28/2019,High,Russia,Low,Japan
1,4507200,ACCT7291,ACCT7092,Guillermo Dean,307497,Business,Education industry,High,12/10/2019,High,Russia,Low,United States
1,4506329,ACCT4785,ACCT2489,Renee Dyer,2089828,Business,Electrical power industry,High,6/15/2019,High,Indonesia,Low,Japan
1,4503558,ACCT5827,ACCT6015,Karlie Cain,4102546,Business,Telecommunications industry,High,10/24/2019,High,Vietnam,Low,United States
1,4503275,ACCT2423,ACCT3598,Shea Case,3365814,Business,Hospitality industry,High,4/30/2019,High,Nigeria,Low,Mexico
1,4498973,ACCT2486,ACCT2132,Blake Costa,370230,Business,Health care industry,High,1/16/2019,High,Egypt,Low,Italy
1,4498513,ACCT7941,ACCT3325,Isaac Santana,1349647,Business,Energy industry,High,7/24/2019,High,Philippines,Low,Mexico
1,4495821,ACCT3408,ACCT3564,Caitlin Archer,2120882,Business,Pulp and paper industry,High,2/16/2019,High,Brazil,Low,Netherlands
1,4493914,ACCT6919,ACCT2948,Bernard Woodard,1985588,Business,Electronics industry,High,8/9/2019,High,Indonesia,Low,Mexico
1,4493252,ACCT5760,ACCT4121,Macy Abbott,283204,Business,Film industry,High,4/29/2019,High,Pakistan,Low,Australia
1,4491300,ACCT6200,ACCT3840,Grady Richards,598455,Business,Arms industry,High,7/1/2019,High,South Africa,Low,Canada
1,4487581,ACCT2446,ACCT7266,Emely Esparza,934368,Business,Video game industry,High,8/19/2019,High,Bangladesh,Low,United Kingdom
1,4484832,ACCT7041,ACCT7142,Charlee Sanford,1376527,Business,Chemical industry,High,3/24/2019,High,Pakistan,Low,Italy
1,4483896,ACCT7351,ACCT2835,Elise Watson,824484,Business,Education industry,High,2/19/2019,High,Nigeria,Low,United States
1,4483126,ACCT2193,ACCT5989,Allyson Macdonald,2137568,Business,Petroleum industry,High,6/9/2019,High,Saudi Arabia,Low,Germany
1,4482875,ACCT3277,ACCT5862,Teagan Jacobs,3639861,Business,Insurance industry,High,3/7/2019,High,Brazil,Low,United Kingdom
1,4481426,ACCT2693,ACCT5599,Kenley Wilkerson,3720150,Business,Transport industry,High,5/26/2019,High,South Africa,Low,Canada
1,4475466,ACCT4161,ACCT7834,Karli Ryan,1020063,Business,Internet,High,7/17/2019,High,Pakistan,Low,France
1,4474180,ACCT3907,ACCT2732,Kyler Bryant,3403369,Business,Publishing,High,8/31/2019,High,Saudi Arabia,Low,France
1,4472863,ACCT3547,ACCT7647,Alayna Eaton,3164237,Business,Shipbuilding industry,High,2/17/2019,High,Russia,Low,Canada
1,4468885,ACCT6332,ACCT2764,Greyson Weeks,2304468,Business,Hospitality industry,High,9/13/2019,High,Colombia,Low,Australia
1,4465756,ACCT3333,ACCT3840,Grady Richards,598455,Business,Arms industry,High,12/1/2019,High,Vietnam,Low,South Korea
1,4462923,ACCT4718,ACCT5993,Jerome Salas,326590,Business,Transport industry,High,7/15/2019,High,Turkey,Low,United Kingdom
1,4462706,ACCT2375,ACCT3691,Jamir Brennan,4426811,Business,Broadcasting,High,3/13/2019,High,Saudi Arabia,Low,United Kingdom
1,4462519,ACCT5184,ACCT2743,Frida Faulkner,813954,Business,Mass media,High,10/30/2019,High,Brazil,Low,Australia
1,4458821,ACCT4864,ACCT3153,Tyler Harrington,2169627,Business,Broadcasting,High,9/30/2019,High,Argentina,Low,Italy
1,4456309,ACCT4564,ACCT4766,Remington Rose,4386631,Business,Steel industry,High,6/9/2019,High,Egypt,Low,France
1,4455370,ACCT7816,ACCT5238,Alayna Warren,3938052,Business,Energy industry,High,4/29/2019,High,Vietnam,Low,Germany
1,4449363,ACCT6916,ACCT6501,Ella Brock,282437,Business,Education industry,High,10/9/2019,High,Nigeria,Low,United States
1,4448823,ACCT3723,ACCT5903,Ezequiel Durham,2089002,Business,Timber industry,High,5/5/2019,High,Saudi Arabia,Low,Germany
1,4448801,ACCT4588,ACCT7930,Korbin Navarro,2508760,Business,Textile industry,High,6/27/2019,High,Brazil,Low,Mexico
1,4447949,ACCT6645,ACCT4454,Ellie Morrison,1418495,Business,Aerospace industry,High,2/20/2019,High,South Africa,Low,Italy
1,4445040,ACCT5271,ACCT2333,Derick Peters,3656649,Business,Software industry,High,4/29/2019,High,Turkey,Low,Netherlands
1,4444510,ACCT3822,ACCT7406,Danielle Nolan,2952900,Business,Automotive industry,High,11/15/2019,High,Vietnam,Low,Japan
1,4441970,ACCT4922,ACCT4061,Ronin Bridges,1578656,Business,Internet,High,8/12/2019,High,Vietnam,Low,Canada
1,4439897,ACCT6328,ACCT4341,Marley Mathews,2405619,Business,Entertainment industry,High,12/2/2019,High,Nigeria,Low,Canada
1,4437904,ACCT2542,ACCT6974,Bruce Allen,4088812,Business,Health care industry,High,8/14/2019,High,Brazil,Low,Australia
1,4437490,ACCT4066,ACCT3919,Caden Moyer,2076870,Business,Tobacco industry,High,12/21/2019,High,Turkey,Low,Mexico
1,4437475,ACCT5838,ACCT2929,Adelyn Holmes,918271,Business,Water industry,High,2/22/2019,High,Colombia,Low,Italy
1,4436768,ACCT3326,ACCT6495,Karter Browning,2506537,Business,Food industry,High,10/26/2019,High,Brazil,Low,Canada
1,4436742,ACCT2316,ACCT4556,Gabriela Myers,4068646,Business,Pharmaceutical industry,High,7/15/2019,High,Russia,Low,Japan
1,4424284,ACCT4747,ACCT6778,Julius Spence,2190140,Business,Timber industry,High,8/10/2019,High,Russia,Low,South Korea
1,4418112,ACCT4963,ACCT6601,Bryce Ball,1436820,Business,Industrial robot industry,High,7/5/2019,High,Philippines,Low,South Korea
1,4415587,ACCT3215,ACCT2473,Cedric Ali,3388749,Business,Sport industry,High,9/21/2019,High,Vietnam,Low,France
1,4415386,ACCT7217,ACCT6450,Eliezer Robbins,3999689,Business,Mining,High,1/24/2019,High,South Africa,Low,France
1,4415334,ACCT6161,ACCT6969,Santos Cantrell,1079773,Business,Tobacco industry,High,7/8/2019,High,Brazil,Low,United States
1,4411468,ACCT3167,ACCT3153,Tyler Harrington,2169627,Business,Broadcasting,High,6/15/2019,High,Iran,Low,Japan
1,4411005,ACCT7787,ACCT6301,Cecilia Meyer,368008,Business,Energy industry,High,8/20/2019,High,Argentina,Low,United States
1,4409490,ACCT4605,ACCT6266,Van Moran,2540703,Business,Food industry,High,10/9/2019,High,Brazil,Low,Canada
1,4406388,ACCT3853,ACCT6966,Tabitha Mcpherson,2170901,Business,Industrial robot industry,High,10/16/2019,High,Nigeria,Low,South Korea
1,4400406,ACCT2906,ACCT2518,Madalyn Huynh,1812329,Business,Energy industry,High,10/28/2019,High,Indonesia,Low,Japan
1,4399886,ACCT7402,ACCT5989,Allyson Macdonald,2137568,Business,Petroleum industry,High,10/25/2019,High,Pakistan,Low,France
1,4397424,ACCT5664,ACCT7996,Francis Mcclure,688219,Business,Computer industry,High,12/1/2019,High,Vietnam,Low,United States
1,4397356,ACCT6844,ACCT7530,Trinity Frost,3614862,Business,Low to medium tech industry,High,10/25/2019,High,Iran,Low,Italy
1,4396571,ACCT5223,ACCT2463,Kara Stanley,2176157,Business,Electrical power industry,High,7/14/2019,High,Nigeria,Low,Mexico
1,4396066,ACCT2601,ACCT3018,Camilla Randolph,3032442,Business,Textile industry,High,11/26/2019,High,Vietnam,Low,France
1,4395645,ACCT2489,ACCT7406,Danielle Nolan,2952900,Business,Automotive industry,High,1/15/2019,High,Turkey,Low,Australia
1,4394511,ACCT6178,ACCT5466,Lennon Jackson,1823680,Business,Education industry,High,5/3/2019,High,Iran,Low,France
1,4391351,ACCT4142,ACCT3672,Weston Herring,521214,Business,Petroleum industry,High,11/8/2019,High,Russia,Low,Mexico
1,4390801,ACCT6457,ACCT4823,Lance Vance,129926,Business,Pulp and paper industry,High,2/1/2019,High,Bangladesh,Low,Japan
1,4388171,ACCT5582,ACCT6131,Miracle Sharp,157719,Business,Automotive industry,High,8/22/2019,High,Argentina,Low,Australia
1,4387811,ACCT7532,ACCT3210,Lilian Richard,809451,Business,Financial services industry,High,11/3/2019,High,Nigeria,Low,United Kingdom
1,4386304,ACCT3514,ACCT3833,Emilee Nixon,1316521,Business,Construction industry,High,7/22/2019,High,Egypt,Low,Japan
1,4383527,ACCT3801,ACCT7265,Sawyer Pruitt,3725618,Business,Steel industry,High,10/29/2019,High,Iran,Low,Netherlands
1,4382880,ACCT7478,ACCT2693,Zayden Webster,802647,Business,Entertainment industry,High,7/4/2019,High,Egypt,Low,France
1,4379686,ACCT5502,ACCT2586,Lindsay Mcdowell,4112892,Business,Energy industry,High,11/18/2019,High,Turkey,Low,South Korea
1,4377649,ACCT6296,ACCT6096,Skylar Hill,2046995,Business,Food industry,High,4/27/2019,High,South Africa,Low,South Korea
1,4368920,ACCT2234,ACCT2371,Amari Farrell,883818,Business,Aerospace industry,High,3/9/2019,High,Argentina,Low,Mexico
1,4366190,ACCT7863,ACCT6400,Haley Hughes,3842473,Business,Film industry,High,2/24/2019,High,Argentina,Low,South Korea
1,4364692,ACCT4017,ACCT6673,Renee Scott,523644,Business,Real estate industry,High,2/22/2019,High,Iran,Low,United States
1,4363971,ACCT3418,ACCT4431,Ari Reese,1749771,Business,Video game industry,High,3/14/2019,High,Egypt,Low,United States
1,4363742,ACCT2157,ACCT2261,Aydan Perez,4128977,Business,Telecommunications industry,High,1/2/2019,High,Turkey,Low,United States
1,4362545,ACCT4691,ACCT3288,Emerson Farrell,2526859,Business,Shipbuilding industry,High,12/25/2019,High,Bangladesh,Low,Germany
1,4361697,ACCT5774,ACCT7979,Haylie Wilkinson,3576749,Business,Arms industry,High,7/10/2019,High,Pakistan,Low,Germany
1,4358900,ACCT3465,ACCT4959,Landin Torres,687069,Business,Computer industry,High,8/16/2019,High,Colombia,Low,Germany
1,4358003,ACCT7882,ACCT3974,Jadyn Stark,1540963,Business,Textile industry,High,11/21/2019,High,Brazil,Low,Australia
1,4353453,ACCT4472,ACCT3727,Valentina Barrera,4257430,Business,Petroleum industry,High,11/7/2019,High,Pakistan,Low,Japan
1,4351683,ACCT4479,ACCT2473,Cedric Ali,3388749,Business,Sport industry,High,10/17/2019,High,Colombia,Low,Italy
1,4348781,ACCT7665,ACCT4061,Ronin Bridges,1578656,Business,Internet,High,4/16/2019,High,Turkey,Low,United Kingdom
1,4347987,ACCT4870,ACCT7028,Deacon Walls,789169,Business,Water industry,High,4/11/2019,High,Iran,Low,Mexico
1,4347360,ACCT5006,ACCT3737,Adrien Sampson,3332958,Business,Automotive industry,High,12/3/2019,High,Iran,Low,Italy
1,4345919,ACCT2352,ACCT7811,Ashtyn Reese,3755287,Business,Real estate industry,High,7/23/2019,High,Bangladesh,Low,Canada
1,4344127,ACCT4321,ACCT6753,Enrique Robertson,2601277,Business,Industrial robot industry,High,5/5/2019,High,Pakistan,Low,Netherlands
1,4343185,ACCT4512,ACCT2087,Alexzander Osborn,123025,Business,Internet,High,3/1/2019,High,Brazil,Low,Canada
1,4341144,ACCT3622,ACCT2189,Carmen Rowe,1692423,Business,Real estate industry,High,1/17/2019,High,Turkey,Low,United Kingdom
1,4339211,ACCT5681,ACCT3147,Triston Moreno,1729880,Business,Electrical power industry,High,9/8/2019,High,Nigeria,Low,Australia
1,4335630,ACCT6562,ACCT2660,Chase Swanson,2872387,Business,Hospitality industry,High,3/19/2019,High,Turkey,Low,Germany
1,4331510,ACCT6186,ACCT4004,Keely Gross,3578022,Business,Shipbuilding industry,High,1/2/2019,High,Philippines,Low,United Kingdom
1,4326991,ACCT5619,ACCT4489,Angelo Ellison,3516683,Business,Publishing,High,3/21/2019,High,Russia,Low,Germany
1,4322377,ACCT5273,ACCT4454,Ellie Morrison,1418495,Business,Aerospace industry,High,2/22/2019,High,South Africa,Low,South Korea
1,4318763,ACCT6747,ACCT6100,Alexis Greene,1895351,Business,Insurance industry,High,11/25/2019,High,Brazil,Low,United States
1,4318088,ACCT2110,ACCT6978,Maritza Koch,3314136,Business,Fishing industry,High,5/5/2019,High,Colombia,Low,Australia
1,4314289,ACCT3901,ACCT5428,Demetrius Rivers,1500027,Business,Telecommunications industry,High,11/17/2019,High,South Africa,Low,South Korea
1,4313208,ACCT6264,ACCT7697,Naomi Payne,2542330,Business,Software industry,High,5/19/2019,High,Colombia,Low,South Korea
1,4303940,ACCT3937,ACCT7996,Francis Mcclure,688219,Business,Computer industry,High,7/7/2019,High,Pakistan,Low,Mexico
1,4303199,ACCT7782,ACCT5817,Rebecca Hunt,3618271,Business,Sport industry,High,7/3/2019,High,Colombia,Low,France
1,4302613,ACCT7440,ACCT4138,Donald Case,2117277,Business,Chemical industry,High,3/18/2019,High,Bangladesh,Low,Mexico
1,4300061,ACCT7465,ACCT7647,Alayna Eaton,3164237,Business,Shipbuilding industry,High,1/29/2019,High,Saudi Arabia,Low,South Korea
1,4297519,ACCT5330,ACCT7125,Skyler Key,1287205,Business,Textile industry,High,6/11/2019,High,Philippines,Low,United Kingdom
1,4293724,ACCT5118,ACCT7647,Alayna Eaton,3164237,Business,Shipbuilding industry,High,6/1/2019,High,Russia,Low,United Kingdom
1,4289549,ACCT4602,ACCT4027,Shayla Shah,1940055,Business,Hospitality industry,High,5/10/2019,High,Colombia,Low,Germany
1,4286751,ACCT5824,ACCT2338,Jamir Gould,3425524,Business,Fishing industry,High,9/6/2019,High,Turkey,Low,France
1,4285984,ACCT7261,ACCT6193,Noe Calhoun,2959436,Business,Film industry,High,4/11/2019,High,Argentina,Low,France
1,4283337,ACCT5947,ACCT6007,Athena Lynn,3967951,Business,Insurance industry,High,12/31/2019,High,Bangladesh,Low,South Korea
1,4282072,ACCT4322,ACCT4382,Angela Todd,3493372,Business,Timber industry,High,6/13/2019,High,Indonesia,Low,Canada
1,4281259,ACCT4820,ACCT7266,Emely Esparza,934368,Business,Video game industry,High,4/23/2019,High,Iran,Low,Japan
1,4279549,ACCT3576,ACCT7056,Peter Cowan,3439819,Business,Pulp and paper industry,High,6/27/2019,High,South Africa,Low,Japan
1,4278141,ACCT7949,ACCT3974,Jadyn Stark,1540963,Business,Textile industry,High,9/22/2019,High,Egypt,Low,United Kingdom
1,4276032,ACCT6700,ACCT6974,Bruce Allen,4088812,Business,Health care industry,High,7/14/2019,High,Brazil,Low,Canada
1,4273974,ACCT2512,ACCT3792,Nyla Roth,3162220,Business,Semiconductor industry,High,5/16/2019,High,Indonesia,Low,Japan
1,4270727,ACCT2643,ACCT4121,Macy Abbott,283204,Business,Film industry,High,3/13/2019,High,Pakistan,Low,United States
1,4269437,ACCT2536,ACCT7270,Skylar French,275250,Business,Financial services industry,High,10/26/2019,High,Russia,Low,Japan
1,4263765,ACCT5589,ACCT3018,Camilla Randolph,3032442,Business,Textile industry,High,9/14/2019,High,Philippines,Low,France
1,4258721,ACCT6362,ACCT6974,Bruce Allen,4088812,Business,Health care industry,High,9/10/2019,High,Vietnam,Low,Australia
1,4254590,ACCT4223,ACCT7059,Brooklynn Mayo,4228494,Business,Health care industry,High,5/3/2019,High,Nigeria,Low,Mexico
1,4253988,ACCT2299,ACCT7462,Kenzie Kelly,2814762,Business,Timber industry,High,12/29/2019,High,Iran,Low,France
1,4250572,ACCT5956,ACCT7092,Guillermo Dean,307497,Business,Education industry,High,5/31/2019,High,Argentina,Low,Canada
1,4249519,ACCT4017,ACCT4903,Yusuf Colon,614078,Business,Computer industry,High,3/4/2019,High,Colombia,Low,Japan
1,4249116,ACCT2721,ACCT2646,Anabelle Torres,4051477,Business,Broadcasting,High,9/19/2019,High,Russia,Low,Japan
1,4247464,ACCT6107,ACCT2636,Jabari Frazier,2566416,Business,Steel industry,High,9/5/2019,High,Colombia,Low,Canada
1,4241115,ACCT5049,ACCT6174,Eduardo Bryan,828141,Business,Industrial robot industry,High,11/17/2019,High,Russia,Low,Germany
1,4223309,ACCT7086,ACCT7556,Shaun Escobar,1320895,Business,Film industry,High,7/8/2019,High,Argentina,Low,Mexico
1,4215268,ACCT7340,ACCT6753,Enrique Robertson,2601277,Business,Industrial robot industry,High,8/18/2019,High,Pakistan,Low,United Kingdom
1,4214543,ACCT5686,ACCT6240,Peyton Kidd,2537803,Business,Internet,High,9/4/2019,High,Colombia,Low,Italy
1,4214227,ACCT7202,ACCT2634,Leon Maynard,427925,Business,Education industry,High,2/9/2019,High,Pakistan,Low,Italy
1,4212967,ACCT6191,ACCT3737,Adrien Sampson,3332958,Business,Automotive industry,High,11/3/2019,High,Nigeria,Low,Netherlands
1,4211687,ACCT7296,ACCT6627,Lilian Paul,2907766,Business,Insurance industry,High,3/13/2019,High,Turkey,Low,South Korea
1,4209891,ACCT4565,ACCT2959,Cordell Rubio,2395251,Business,Mining,High,6/23/2019,High,Philippines,Low,Mexico
1,4206500,ACCT2906,ACCT4366,Janiah Schroeder,3584431,Business,Mining,High,11/5/2019,High,Brazil,Low,Italy
1,4203916,ACCT7955,ACCT4574,Sincere Carrillo,826626,Business,Computer industry,High,11/25/2019,High,Brazil,Low,Italy
1,4203268,ACCT2332,ACCT7071,Donna Arnold,2476144,Business,Tobacco industry,High,10/3/2019,High,Iran,Low,Netherlands
1,4200822,ACCT2960,ACCT5268,Cadence Webb,1848278,Business,Software industry,High,3/4/2019,High,Indonesia,Low,Germany
1,4195233,ACCT3658,ACCT3301,Ace Owens,180378,Business,Tobacco industry,High,5/26/2019,High,Turkey,Low,Australia
1,4190776,ACCT6175,ACCT3586,Patrick Grant,3884122,Business,Pulp and paper industry,High,11/29/2019,High,Brazil,Low,Italy
1,4189583,ACCT4426,ACCT2265,Odin Wolfe,3240722,Business,Software industry,High,7/28/2019,High,Saudi Arabia,Low,Netherlands
1,4188654,ACCT4861,ACCT4851,Maddox Mahoney,1537529,Business,Health care industry,High,1/22/2019,High,Pakistan,Low,Germany
1,4188550,ACCT7960,ACCT4307,Deborah Holder,4033446,Business,Publishing,High,7/6/2019,High,Philippines,Low,Australia
1,4185917,ACCT5228,ACCT6174,Eduardo Bryan,828141,Business,Industrial robot industry,High,1/23/2019,High,Pakistan,Low,Australia
1,4185467,ACCT5551,ACCT3752,Carly Reeves,3849148,Business,Tobacco industry,High,5/24/2019,High,Vietnam,Low,Germany
1,4185021,ACCT5985,ACCT2765,Mckenna Mcintosh,1877005,Business,Timber industry,High,4/30/2019,High,Bangladesh,Low,United States
1,4184611,ACCT5574,ACCT2701,Kiersten Cochran,975866,Business,Transport industry,High,2/5/2019,High,Brazil,Low,United Kingdom
1,4176618,ACCT4298,ACCT4900,Finley Flores,1388980,Business,Energy industry,High,1/12/2019,High,Egypt,Low,France
1,4175732,ACCT7792,ACCT4090,Dustin Kerr,1446737,Business,Health care industry,High,12/7/2019,High,Vietnam,Low,United Kingdom
1,4175677,ACCT7347,ACCT2655,Killian Bender,3103615,Business,Sport industry,High,11/6/2019,High,Bangladesh,Low,Japan
1,4174369,ACCT5536,ACCT3671,Terrell Ware,671208,Business,Energy industry,High,3/4/2019,High,Pakistan,Low,South Korea
1,4173022,ACCT7199,ACCT6863,Ivan Pruitt,1272519,Business,Industrial robot industry,High,9/10/2019,High,Egypt,Low,United Kingdom
1,4169836,ACCT2431,ACCT6325,Brooke Cruz,1465687,Business,Steel industry,High,9/9/2019,High,Saudi Arabia,Low,Germany
1,4164574,ACCT5695,ACCT3892,Rishi Mcclure,3657859,Business,News media,High,5/7/2019,High,Indonesia,Low,South Korea
1,4162799,ACCT7881,ACCT2900,Nevaeh Stuart,2184853,Business,News media,High,6/3/2019,High,Russia,Low,Australia
1,4161385,ACCT5731,ACCT6191,Asa Ferguson,3275757,Business,Publishing,High,5/26/2019,High,Vietnam,Low,Italy
1,4160443,ACCT2123,ACCT3258,Julia Chapman,2241967,Business,Hospitality industry,High,4/6/2019,High,Pakistan,Low,United Kingdom
1,4160271,ACCT7670,ACCT5199,Briana Singh,1624444,Business,Education industry,High,8/15/2019,High,Russia,Low,France
1,4155704,ACCT2288,ACCT3942,Yareli Boone,2711147,Business,Tobacco industry,High,7/8/2019,High,Colombia,Low,Germany
1,4155276,ACCT6891,ACCT2333,Derick Peters,3656649,Business,Software industry,High,11/12/2019,High,Brazil,Low,Australia
1,4155005,ACCT5034,ACCT5069,Kaitlin Matthews,2254543,Business,News media,High,10/14/2019,High,South Africa,Low,Germany
1,4153388,ACCT7219,ACCT7530,Trinity Frost,3614862,Business,Low to medium tech industry,High,9/1/2019,High,Brazil,Low,South Korea
1,4151329,ACCT7143,ACCT5450,Ryan Sanchez,1740010,Business,Transport industry,High,1/6/2019,High,Turkey,Low,Australia
1,4149995,ACCT7258,ACCT2634,Leon Maynard,427925,Business,Education industry,High,9/30/2019,High,Iran,Low,Netherlands
1,4149022,ACCT5425,ACCT7673,Viviana Sellers,811374,Business,Video game industry,High,5/4/2019,High,Turkey,Low,United Kingdom
1,4143983,ACCT2820,ACCT2371,Amari Farrell,883818,Business,Aerospace industry,High,1/27/2019,High,Russia,Low,France
1,4142456,ACCT5239,ACCT7950,Scarlet Wade,2029764,Business,Water industry,High,7/9/2019,High,Nigeria,Low,France
1,4138104,ACCT7118,ACCT2527,Kyla Cannon,3584488,Business,Fishing industry,High,7/17/2019,High,Brazil,Low,Italy
1,4134828,ACCT2376,ACCT7811,Ashtyn Reese,3755287,Business,Real estate industry,High,5/11/2019,High,Russia,Low,Germany
1,4132461,ACCT5122,ACCT5862,Teagan Jacobs,3639861,Business,Insurance industry,High,11/12/2019,High,Brazil,Low,Germany
1,4132307,ACCT3622,ACCT3532,Lucas Fisher,1943056,Business,Electronics industry,High,1/14/2019,High,Argentina,Low,Canada
1,4131832,ACCT7988,ACCT6215,Chance Hardin,3873049,Business,Video game industry,High,5/10/2019,High,Colombia,Low,South Korea
1,4131101,ACCT6523,ACCT5338,Alessandro Murillo,794758,Business,Insurance industry,High,10/16/2019,High,Nigeria,Low,Canada
1,4127918,ACCT5725,ACCT2186,Ricardo Solis,470748,Business,Computer industry,High,12/18/2019,High,Iran,Low,South Korea
1,4127309,ACCT6483,ACCT6301,Cecilia Meyer,368008,Business,Energy industry,High,8/21/2019,High,Argentina,Low,Australia
1,4126201,ACCT6515,ACCT7861,Noe Lawson,3545826,Business,Sport industry,High,7/29/2019,High,Bangladesh,Low,Italy
1,4126031,ACCT2181,ACCT6753,Enrique Robertson,2601277,Business,Industrial robot industry,High,5/19/2019,High,Philippines,Low,Mexico
1,4121321,ACCT7130,ACCT5450,Ryan Sanchez,1740010,Business,Transport industry,High,1/28/2019,High,Brazil,Low,Japan
1,4118592,ACCT7140,ACCT7665,Leia Berry,2224181,Business,Insurance industry,High,3/26/2019,High,Russia,Low,Canada
1,4113393,ACCT2566,ACCT2929,Adelyn Holmes,918271,Business,Water industry,High,1/2/2019,High,Saudi Arabia,Low,United States
1,4112234,ACCT3085,ACCT4484,Gustavo Ellis,1996357,Business,Low to medium tech industry,High,1/29/2019,High,Saudi Arabia,Low,Italy
1,4111705,ACCT7953,ACCT6119,Ally Hancock,812411,Business,Telecommunications industry,High,10/30/2019,High,Argentina,Low,Mexico
1,4102536,ACCT3676,ACCT6868,Esmeralda Schwartz,3815124,Business,Education industry,High,3/7/2019,High,Pakistan,Low,Australia
1,4101661,ACCT3329,ACCT2333,Derick Peters,3656649,Business,Software industry,High,11/9/2019,High,Argentina,Low,Italy
1,4097639,ACCT3234,ACCT7202,John Booth,3429532,Business,Mass media,High,7/14/2019,High,Russia,Low,Mexico
1,4093590,ACCT3185,ACCT5209,Hadley Tate,2817839,Business,Publishing,High,1/27/2019,High,Colombia,Low,Mexico
1,4091172,ACCT3717,ACCT4341,Marley Mathews,2405619,Business,Entertainment industry,High,8/7/2019,High,Indonesia,Low,South Korea
1,4085120,ACCT2765,ACCT6291,Maurice Estes,2021301,Business,Food industry,High,4/8/2019,High,Philippines,Low,United States
1,4083504,ACCT4965,ACCT5614,Reed Castillo,738493,Business,Real estate industry,High,7/10/2019,High,Saudi Arabia,Low,Canada
1,4082905,ACCT4445,ACCT6354,Jacoby Mora,1692275,Business,Music industry,High,3/21/2019,High,Vietnam,Low,Germany
1,4078241,ACCT2449,ACCT3244,Courtney Branch,2659061,Business,Electrical power industry,High,1/4/2019,High,Philippines,Low,Australia
1,4074503,ACCT6354,ACCT4234,Celeste Gray,1573491,Business,Information industry,High,1/11/2019,High,Pakistan,Low,Italy
1,4073767,ACCT3829,ACCT2489,Renee Dyer,2089828,Business,Electrical power industry,High,3/9/2019,High,Saudi Arabia,Low,Italy
1,4072476,ACCT6060,ACCT5294,Alani Wilson,3487721,Business,Low to medium tech industry,High,2/8/2019,High,Argentina,Low,Germany
1,4070565,ACCT3183,ACCT4615,Lana Herring,957445,Business,Energy industry,High,12/17/2019,High,Nigeria,Low,South Korea
